[2025-10-20T17:38:21.469166+00:00] scheduler starting; DB=/home/keith/PythonProjects/projects/Mixed_Nuts/MyScheduler/myscheduler.db
[2025-10-31T22:45:53.120530+00:00] tick; claimed=[]
[2025-10-31T22:46:13.120811+00:00] tick; claimed=[]
[2025-10-31T22:46:33.121154+00:00] tick; claimed=[]
[2025-10-31T22:46:53.121683+00:00] tick; claimed=[]
[2025-10-31T22:47:13.122345+00:00] tick; claimed=[]
[2025-10-31T22:47:33.122916+00:00] tick; claimed=[]
[2025-10-31T22:47:53.123356+00:00] tick; claimed=[]
[2025-10-31T22:48:13.123764+00:00] tick; claimed=[]
[2025-10-31T22:48:33.124348+00:00] tick; claimed=[]
[2025-10-31T22:48:53.124923+00:00] tick; claimed=[]
[2025-10-31T22:49:13.125566+00:00] tick; claimed=[]
[2025-10-31T22:49:33.126211+00:00] tick; claimed=[]
[2025-10-31T22:49:53.126785+00:00] tick; claimed=[]
[2025-10-31T22:50:13.127361+00:00] tick; claimed=[]
[2025-10-31T22:50:33.127946+00:00] tick; claimed=[]
[2025-10-31T22:50:53.128586+00:00] tick; claimed=[]
[2025-10-31T22:51:13.129232+00:00] tick; claimed=[]
[2025-10-31T22:51:33.129580+00:00] tick; claimed=[]
[2025-10-31T22:51:53.130165+00:00] tick; claimed=[]
[2025-10-31T22:52:13.130547+00:00] tick; claimed=[]
[2025-10-31T22:52:33.130871+00:00] tick; claimed=[]
[2025-10-31T22:52:53.131166+00:00] tick; claimed=[]
[2025-10-31T22:53:13.131681+00:00] tick; claimed=[]
[2025-10-31T22:53:33.132047+00:00] tick; claimed=[]
[2025-10-31T22:53:53.132556+00:00] tick; claimed=[]
[2025-10-31T22:54:13.133179+00:00] tick; claimed=[]
[2025-10-31T22:54:33.133762+00:00] tick; claimed=[]
[2025-10-31T22:54:53.134337+00:00] tick; claimed=[]
[2025-10-31T22:55:13.134918+00:00] tick; claimed=[]
[2025-10-31T22:55:33.135344+00:00] tick; claimed=[]
[2025-10-31T22:55:53.135899+00:00] tick; claimed=[]
[2025-10-31T22:56:13.136539+00:00] tick; claimed=[]
[2025-10-31T22:56:33.136897+00:00] tick; claimed=[]
[2025-10-31T22:56:53.137416+00:00] tick; claimed=[]
[2025-10-31T22:57:13.138047+00:00] tick; claimed=[]
[2025-10-31T22:57:33.138398+00:00] tick; claimed=[]
[2025-10-31T22:57:53.138919+00:00] tick; claimed=[]
[2025-10-31T22:58:13.139555+00:00] tick; claimed=[]
[2025-10-31T22:58:33.140200+00:00] tick; claimed=[]
[2025-10-31T22:58:53.140784+00:00] tick; claimed=[]
[2025-10-31T22:59:13.141371+00:00] tick; claimed=[]
[2025-10-31T22:59:33.141950+00:00] tick; claimed=[]
[2025-10-31T22:59:53.142602+00:00] tick; claimed=[]
[2025-10-31T23:00:13.143238+00:00] tick; claimed=[]
[2025-10-31T23:00:33.143831+00:00] tick; claimed=[]
[2025-10-31T23:00:53.144418+00:00] tick; claimed=[]
[2025-10-31T23:01:13.145058+00:00] tick; claimed=[]
[2025-10-31T23:01:33.145417+00:00] tick; claimed=[]
[2025-10-31T23:01:53.145699+00:00] tick; claimed=[]
[2025-10-31T23:02:13.146263+00:00] tick; claimed=[]
[2025-10-31T23:02:33.146856+00:00] tick; claimed=[]
[2025-10-31T23:02:53.147438+00:00] tick; claimed=[]
[2025-10-31T23:03:13.147951+00:00] tick; claimed=[]
[2025-10-31T23:03:33.148551+00:00] tick; claimed=[]
[2025-10-31T23:03:53.149203+00:00] tick; claimed=[]
[2025-10-31T23:04:13.149786+00:00] tick; claimed=[]
[2025-10-31T23:04:33.150143+00:00] tick; claimed=[]
[2025-10-31T23:04:53.150657+00:00] tick; claimed=[]
[2025-10-31T23:05:13.151300+00:00] tick; claimed=[]
[2025-10-31T23:05:33.151876+00:00] tick; claimed=[]
[2025-10-31T23:05:53.152463+00:00] tick; claimed=[]
[2025-10-31T23:06:13.153116+00:00] tick; claimed=[]
[2025-10-31T23:06:33.153481+00:00] tick; claimed=[]
[2025-10-31T23:06:53.154051+00:00] tick; claimed=[]
[2025-10-31T23:07:13.154655+00:00] tick; claimed=[]
[2025-10-31T23:07:33.155292+00:00] tick; claimed=[]
[2025-10-31T23:07:53.155892+00:00] tick; claimed=[]
[2025-10-31T23:08:13.156453+00:00] tick; claimed=[]
[2025-10-31T23:08:33.157116+00:00] tick; claimed=[]
[2025-10-31T23:08:53.157701+00:00] tick; claimed=[]
[2025-10-31T23:09:13.158337+00:00] tick; claimed=[]
[2025-10-31T23:09:33.158917+00:00] tick; claimed=[]
[2025-10-31T23:09:53.159558+00:00] tick; claimed=[]
[2025-10-31T23:10:13.160169+00:00] tick; claimed=[]
[2025-10-31T23:10:33.160514+00:00] tick; claimed=[]
[2025-10-31T23:10:53.160963+00:00] tick; claimed=[]
[2025-10-31T23:11:13.161589+00:00] tick; claimed=[]
[2025-10-31T23:11:33.161868+00:00] tick; claimed=[]
[2025-10-31T23:11:53.162414+00:00] tick; claimed=[]
[2025-10-31T23:12:13.162996+00:00] tick; claimed=[]
[2025-10-31T23:12:33.163600+00:00] tick; claimed=[]
[2025-10-31T23:12:53.164237+00:00] tick; claimed=[]
[2025-10-31T23:13:13.164820+00:00] tick; claimed=[]
[2025-10-31T23:13:33.165441+00:00] tick; claimed=[]
[2025-10-31T23:13:53.165794+00:00] tick; claimed=[]
[2025-10-31T23:14:13.166353+00:00] tick; claimed=[]
[2025-10-31T23:14:33.166949+00:00] tick; claimed=[]
[2025-10-31T23:14:53.167599+00:00] tick; claimed=[]
[2025-10-31T23:15:13.168247+00:00] tick; claimed=[]
[2025-10-31T23:15:33.168824+00:00] tick; claimed=[]
[2025-10-31T23:15:53.169418+00:00] tick; claimed=[]
[2025-10-31T23:16:13.169995+00:00] tick; claimed=[]
[2025-10-31T23:16:33.170418+00:00] tick; claimed=[]
[2025-10-31T23:16:53.170956+00:00] tick; claimed=[]
[2025-10-31T23:17:13.171601+00:00] tick; claimed=[]
[2025-10-31T23:17:33.172241+00:00] tick; claimed=[]
[2025-10-31T23:17:53.172834+00:00] tick; claimed=[]
[2025-10-31T23:18:13.173416+00:00] tick; claimed=[]
[2025-10-31T23:18:33.174057+00:00] tick; claimed=[]
[2025-10-31T23:18:53.174647+00:00] tick; claimed=[]
[2025-10-31T23:19:13.175209+00:00] tick; claimed=[]
[2025-10-31T23:19:33.175770+00:00] tick; claimed=[]
[2025-10-31T23:19:53.176362+00:00] tick; claimed=[]
[2025-10-31T23:20:13.176949+00:00] tick; claimed=[]
[2025-10-31T23:20:33.177603+00:00] tick; claimed=[]
[2025-10-31T23:20:53.178256+00:00] tick; claimed=[]
[2025-10-31T23:21:13.178843+00:00] tick; claimed=[]
[2025-10-31T23:21:33.179156+00:00] tick; claimed=[]
[2025-10-31T23:21:53.179696+00:00] tick; claimed=[]
[2025-10-31T23:22:13.180320+00:00] tick; claimed=[]
[2025-10-31T23:22:33.180910+00:00] tick; claimed=[]
[2025-10-31T23:22:53.181534+00:00] tick; claimed=[]
[2025-10-31T23:23:13.182235+00:00] tick; claimed=[]
[2025-10-31T23:23:33.182824+00:00] tick; claimed=[]
[2025-10-31T23:23:53.183413+00:00] tick; claimed=[]
[2025-10-31T23:24:13.183987+00:00] tick; claimed=[]
[2025-10-31T23:24:33.184630+00:00] tick; claimed=[]
[2025-10-31T23:24:53.185270+00:00] tick; claimed=[]
[2025-10-31T23:25:13.185859+00:00] tick; claimed=[]
[2025-10-31T23:25:33.186437+00:00] tick; claimed=[]
[2025-10-31T23:25:53.187069+00:00] tick; claimed=[]
[2025-10-31T23:26:13.187657+00:00] tick; claimed=[]
[2025-10-31T23:26:33.187968+00:00] tick; claimed=[]
[2025-10-31T23:26:53.188509+00:00] tick; claimed=[]
[2025-10-31T23:27:13.189167+00:00] tick; claimed=[]
[2025-10-31T23:27:33.189747+00:00] tick; claimed=[]
[2025-10-31T23:27:53.190340+00:00] tick; claimed=[]
[2025-10-31T23:28:13.190916+00:00] tick; claimed=[]
[2025-10-31T23:28:33.191564+00:00] tick; claimed=[]
[2025-10-31T23:28:53.192201+00:00] tick; claimed=[]
[2025-10-31T23:29:13.192787+00:00] tick; claimed=[]
[2025-10-31T23:29:33.193365+00:00] tick; claimed=[]
[2025-10-31T23:29:53.193951+00:00] tick; claimed=[]
[2025-10-31T23:30:13.194376+00:00] tick; claimed=[]
[2025-10-31T23:30:33.194892+00:00] tick; claimed=[]
[2025-10-31T23:30:53.195472+00:00] tick; claimed=[]
[2025-10-31T23:31:13.196120+00:00] tick; claimed=[]
[2025-10-31T23:31:33.196444+00:00] tick; claimed=[]
[2025-10-31T23:31:53.196968+00:00] tick; claimed=[]
[2025-10-31T23:32:13.197477+00:00] tick; claimed=[]
[2025-10-31T23:32:33.197791+00:00] tick; claimed=[]
[2025-10-31T23:32:53.198352+00:00] tick; claimed=[]
[2025-10-31T23:33:13.198943+00:00] tick; claimed=[]
[2025-10-31T23:33:33.199574+00:00] tick; claimed=[]
[2025-10-31T23:33:53.200217+00:00] tick; claimed=[]
[2025-10-31T23:34:13.200696+00:00] tick; claimed=[]
[2025-10-31T23:34:33.201271+00:00] tick; claimed=[]
[2025-10-31T23:34:53.201851+00:00] tick; claimed=[]
[2025-10-31T23:35:13.202439+00:00] tick; claimed=[]
[2025-10-31T23:35:33.203082+00:00] tick; claimed=[]
[2025-10-31T23:35:53.203672+00:00] tick; claimed=[]
[2025-10-31T23:36:13.204035+00:00] tick; claimed=[]
[2025-10-31T23:36:33.204257+00:00] tick; claimed=[]
[2025-10-31T23:36:53.204760+00:00] tick; claimed=[]
[2025-10-31T23:37:13.205328+00:00] tick; claimed=[]
[2025-10-31T23:37:33.205901+00:00] tick; claimed=[]
[2025-10-31T23:37:53.206547+00:00] tick; claimed=[]
[2025-10-31T23:38:13.207191+00:00] tick; claimed=[]
[2025-10-31T23:38:33.207785+00:00] tick; claimed=[]
[2025-10-31T23:38:53.208131+00:00] tick; claimed=[]
[2025-10-31T23:39:13.208520+00:00] tick; claimed=[]
[2025-10-31T23:39:33.209091+00:00] tick; claimed=[]
[2025-10-31T23:39:53.209632+00:00] tick; claimed=[]
[2025-10-31T23:40:13.210263+00:00] tick; claimed=[]
[2025-10-31T23:40:33.210857+00:00] tick; claimed=[]
[2025-10-31T23:40:53.211440+00:00] tick; claimed=[]
[2025-10-31T23:41:13.211793+00:00] tick; claimed=[]
[2025-10-31T23:41:33.212092+00:00] tick; claimed=[]
[2025-10-31T23:41:53.212628+00:00] tick; claimed=[]
[2025-10-31T23:42:13.213274+00:00] tick; claimed=[]
[2025-10-31T23:42:33.213866+00:00] tick; claimed=[]
[2025-10-31T23:42:53.214448+00:00] tick; claimed=[]
[2025-10-31T23:43:13.215099+00:00] tick; claimed=[]
[2025-10-31T23:43:33.215694+00:00] tick; claimed=[]
[2025-10-31T23:43:53.216334+00:00] tick; claimed=[]
[2025-10-31T23:44:13.216912+00:00] tick; claimed=[]
[2025-10-31T23:44:33.217545+00:00] tick; claimed=[]
[2025-10-31T23:44:53.218184+00:00] tick; claimed=[]
[2025-10-31T23:45:13.218773+00:00] tick; claimed=[]
[2025-10-31T23:45:33.219381+00:00] tick; claimed=[]
[2025-10-31T23:45:53.219969+00:00] tick; claimed=[]
[2025-10-31T23:46:13.220545+00:00] tick; claimed=[]
[2025-10-31T23:46:33.220876+00:00] tick; claimed=[]
[2025-10-31T23:46:53.221402+00:00] tick; claimed=[]
[2025-10-31T23:47:13.221762+00:00] tick; claimed=[]
[2025-10-31T23:47:33.222100+00:00] tick; claimed=[]
[2025-10-31T23:47:53.222396+00:00] tick; claimed=[]
[2025-10-31T23:48:13.222754+00:00] tick; claimed=[]
[2025-10-31T23:48:33.223335+00:00] tick; claimed=[]
[2025-10-31T23:48:53.223682+00:00] tick; claimed=[]
[2025-10-31T23:49:13.224245+00:00] tick; claimed=[]
[2025-10-31T23:49:33.224777+00:00] tick; claimed=[]
[2025-10-31T23:49:53.225363+00:00] tick; claimed=[]
[2025-10-31T23:50:13.225854+00:00] tick; claimed=[]
[2025-10-31T23:50:33.226431+00:00] tick; claimed=[]
[2025-10-31T23:50:53.227054+00:00] tick; claimed=[]
[2025-10-31T23:51:13.227593+00:00] tick; claimed=[]
[2025-10-31T23:51:33.228072+00:00] tick; claimed=[]
[2025-10-31T23:51:53.228620+00:00] tick; claimed=[]
[2025-10-31T23:52:13.229188+00:00] tick; claimed=[]
[2025-10-31T23:52:33.229494+00:00] tick; claimed=[]
[2025-10-31T23:52:53.230063+00:00] tick; claimed=[]
[2025-10-31T23:53:13.230662+00:00] tick; claimed=[]
[2025-10-31T23:53:33.231293+00:00] tick; claimed=[]
[2025-10-31T23:53:53.231878+00:00] tick; claimed=[]
[2025-10-31T23:54:13.232458+00:00] tick; claimed=[]
[2025-10-31T23:54:33.232814+00:00] tick; claimed=[]
[2025-10-31T23:54:53.233332+00:00] tick; claimed=[]
[2025-10-31T23:55:13.233921+00:00] tick; claimed=[]
[2025-10-31T23:55:33.234571+00:00] tick; claimed=[]
[2025-10-31T23:55:53.235238+00:00] tick; claimed=[]
[2025-10-31T23:56:13.235818+00:00] tick; claimed=[]
[2025-10-31T23:56:33.236125+00:00] tick; claimed=[]
[2025-10-31T23:56:53.236649+00:00] tick; claimed=[]
[2025-10-31T23:57:13.237288+00:00] tick; claimed=[]
[2025-10-31T23:57:33.237894+00:00] tick; claimed=[]
[2025-10-31T23:57:53.238543+00:00] tick; claimed=[]
[2025-10-31T23:58:13.238891+00:00] tick; claimed=[]
[2025-10-31T23:58:33.239381+00:00] tick; claimed=[]
[2025-10-31T23:58:53.240129+00:00] tick; claimed=[]
[2025-10-31T23:59:13.240720+00:00] tick; claimed=[]
[2025-10-31T23:59:33.241360+00:00] tick; claimed=[]
[2025-10-31T23:59:53.241953+00:00] tick; claimed=[]
[2025-11-01T00:00:13.254189+00:00] tick; claimed=[4]
[2025-11-01T00:00:34.156347+00:00] tick; claimed=[]
[2025-11-01T00:00:54.156939+00:00] tick; claimed=[]
[2025-11-01T00:01:14.157581+00:00] tick; claimed=[]
[2025-11-01T00:01:34.158225+00:00] tick; claimed=[]
[2025-11-01T00:01:54.158815+00:00] tick; claimed=[]
[2025-11-01T00:02:14.159406+00:00] tick; claimed=[]
[2025-11-01T00:02:34.159824+00:00] tick; claimed=[]
[2025-11-01T00:02:54.160360+00:00] tick; claimed=[]
[2025-11-01T00:03:14.160960+00:00] tick; claimed=[]
[2025-11-01T00:03:34.161378+00:00] tick; claimed=[]
[2025-11-01T00:03:54.161901+00:00] tick; claimed=[]
[2025-11-01T00:04:14.162548+00:00] tick; claimed=[]
[2025-11-01T00:04:34.163091+00:00] tick; claimed=[]
[2025-11-01T00:04:54.163609+00:00] tick; claimed=[]
[2025-11-01T00:05:14.164257+00:00] tick; claimed=[]
[2025-11-01T00:05:34.164842+00:00] tick; claimed=[]
[2025-11-01T00:05:54.165484+00:00] tick; claimed=[]
[2025-11-01T00:06:14.166119+00:00] tick; claimed=[]
[2025-11-01T00:06:34.166711+00:00] tick; claimed=[]
[2025-11-01T00:06:54.167337+00:00] tick; claimed=[]
[2025-11-01T00:07:14.167938+00:00] tick; claimed=[]
[2025-11-01T00:07:34.168348+00:00] tick; claimed=[]
[2025-11-01T00:07:54.168880+00:00] tick; claimed=[]
[2025-11-01T00:08:14.169474+00:00] tick; claimed=[]
[2025-11-01T00:08:34.170185+00:00] tick; claimed=[]
[2025-11-01T00:08:54.170782+00:00] tick; claimed=[]
[2025-11-01T00:09:14.171375+00:00] tick; claimed=[]
[2025-11-01T00:09:34.171974+00:00] tick; claimed=[]
[2025-11-01T00:09:54.172574+00:00] tick; claimed=[]
[2025-11-01T00:10:14.173233+00:00] tick; claimed=[]
[2025-11-01T00:10:34.173844+00:00] tick; claimed=[]
[2025-11-01T00:10:54.174447+00:00] tick; claimed=[]
[2025-11-01T00:11:14.175134+00:00] tick; claimed=[]
[2025-11-01T00:11:34.175785+00:00] tick; claimed=[]
[2025-11-01T00:11:54.176451+00:00] tick; claimed=[]
[2025-11-01T00:12:14.177093+00:00] tick; claimed=[]
[2025-11-01T00:12:34.177703+00:00] tick; claimed=[]
[2025-11-01T00:12:54.178335+00:00] tick; claimed=[]
[2025-11-01T00:13:14.178946+00:00] tick; claimed=[]
[2025-11-01T00:13:34.179600+00:00] tick; claimed=[]
[2025-11-01T00:13:54.180253+00:00] tick; claimed=[]
[2025-11-01T00:14:14.180845+00:00] tick; claimed=[]
[2025-11-01T00:14:34.181449+00:00] tick; claimed=[]
[2025-11-01T00:14:54.182096+00:00] tick; claimed=[]
[2025-11-01T00:15:14.182643+00:00] tick; claimed=[]
[2025-11-01T00:15:34.183285+00:00] tick; claimed=[]
[2025-11-01T00:15:54.183895+00:00] tick; claimed=[]
[2025-11-01T00:16:14.184464+00:00] tick; claimed=[]
[2025-11-01T00:16:34.185143+00:00] tick; claimed=[]
[2025-11-01T00:16:54.185745+00:00] tick; claimed=[]
[2025-11-01T00:17:14.186179+00:00] tick; claimed=[]
[2025-11-01T00:17:34.186741+00:00] tick; claimed=[]
[2025-11-01T00:17:54.187348+00:00] tick; claimed=[]
[2025-11-01T00:18:14.187960+00:00] tick; claimed=[]
[2025-11-01T00:18:34.188658+00:00] tick; claimed=[]
[2025-11-01T00:18:54.189329+00:00] tick; claimed=[]
[2025-11-01T00:19:14.189825+00:00] tick; claimed=[]
[2025-11-01T00:19:34.190379+00:00] tick; claimed=[]
[2025-11-01T00:19:54.191056+00:00] tick; claimed=[]
[2025-11-01T00:20:14.191663+00:00] tick; claimed=[]
[2025-11-01T00:20:34.192321+00:00] tick; claimed=[]
[2025-11-01T00:20:54.192714+00:00] tick; claimed=[]
[2025-11-01T00:21:14.193372+00:00] tick; claimed=[]
[2025-11-01T00:21:34.193959+00:00] tick; claimed=[]
[2025-11-01T00:21:54.194623+00:00] tick; claimed=[]
[2025-11-01T00:22:14.194932+00:00] tick; claimed=[]
[2025-11-01T00:22:34.195471+00:00] tick; claimed=[]
[2025-11-01T00:22:54.195892+00:00] tick; claimed=[]
[2025-11-01T00:23:14.196174+00:00] tick; claimed=[]
[2025-11-01T00:23:34.196644+00:00] tick; claimed=[]
[2025-11-01T00:23:54.197305+00:00] tick; claimed=[]
[2025-11-01T00:24:14.197905+00:00] tick; claimed=[]
[2025-11-01T00:24:34.198630+00:00] tick; claimed=[]
[2025-11-01T00:24:54.199306+00:00] tick; claimed=[]
[2025-11-01T00:25:14.199759+00:00] tick; claimed=[]
[2025-11-01T00:25:34.200338+00:00] tick; claimed=[]
[2025-11-01T00:25:54.200677+00:00] tick; claimed=[]
[2025-11-01T00:26:14.201248+00:00] tick; claimed=[]
[2025-11-01T00:26:34.201857+00:00] tick; claimed=[]
[2025-11-01T00:26:54.202275+00:00] tick; claimed=[]
[2025-11-01T00:27:14.202887+00:00] tick; claimed=[]
[2025-11-01T00:27:34.203490+00:00] tick; claimed=[]
[2025-11-01T00:27:54.204124+00:00] tick; claimed=[]
[2025-11-01T00:28:14.204658+00:00] tick; claimed=[]
[2025-11-01T00:28:34.205319+00:00] tick; claimed=[]
[2025-11-01T00:28:54.205944+00:00] tick; claimed=[]
[2025-11-01T00:29:14.206588+00:00] tick; claimed=[]
[2025-11-01T00:29:34.207226+00:00] tick; claimed=[]
[2025-11-01T00:29:54.207653+00:00] tick; claimed=[]
[2025-11-01T00:30:14.207963+00:00] tick; claimed=[]
[2025-11-01T00:30:34.208513+00:00] tick; claimed=[]
[2025-11-01T00:30:54.209085+00:00] tick; claimed=[]
[2025-11-01T00:31:14.209677+00:00] tick; claimed=[]
[2025-11-01T00:31:34.210079+00:00] tick; claimed=[]
[2025-11-01T00:31:54.210323+00:00] tick; claimed=[]
[2025-11-01T00:32:14.210866+00:00] tick; claimed=[]
[2025-11-01T00:32:34.211375+00:00] tick; claimed=[]
[2025-11-01T00:32:54.211807+00:00] tick; claimed=[]
[2025-11-01T00:33:14.212214+00:00] tick; claimed=[]
[2025-11-01T00:33:34.212462+00:00] tick; claimed=[]
[2025-11-01T00:33:54.212933+00:00] tick; claimed=[]
[2025-11-01T00:34:14.213554+00:00] tick; claimed=[]
[2025-11-01T00:34:34.214112+00:00] tick; claimed=[]
[2025-11-01T00:34:54.214696+00:00] tick; claimed=[]
[2025-11-01T00:35:14.215351+00:00] tick; claimed=[]
[2025-11-01T00:35:34.215969+00:00] tick; claimed=[]
[2025-11-01T00:35:54.216641+00:00] tick; claimed=[]
[2025-11-01T00:36:14.217291+00:00] tick; claimed=[]
[2025-11-01T00:36:34.217898+00:00] tick; claimed=[]
[2025-11-01T00:36:54.218277+00:00] tick; claimed=[]
[2025-11-01T00:37:14.218700+00:00] tick; claimed=[]
[2025-11-01T00:37:34.219286+00:00] tick; claimed=[]
[2025-11-01T00:37:54.219884+00:00] tick; claimed=[]
[2025-11-01T00:38:14.220492+00:00] tick; claimed=[]
[2025-11-01T00:38:34.221170+00:00] tick; claimed=[]
[2025-11-01T00:38:54.221538+00:00] tick; claimed=[]
[2025-11-01T00:39:14.222134+00:00] tick; claimed=[]
[2025-11-01T00:39:34.222472+00:00] tick; claimed=[]
[2025-11-01T00:39:54.223040+00:00] tick; claimed=[]
[2025-11-01T00:40:14.223666+00:00] tick; claimed=[]
[2025-11-01T00:40:34.224066+00:00] tick; claimed=[]
[2025-11-01T00:40:54.224416+00:00] tick; claimed=[]
[2025-11-01T00:41:14.224750+00:00] tick; claimed=[]
[2025-11-01T00:41:34.225414+00:00] tick; claimed=[]
[2025-11-01T00:41:54.226072+00:00] tick; claimed=[]
[2025-11-01T00:42:14.226413+00:00] tick; claimed=[]
[2025-11-01T00:42:34.226995+00:00] tick; claimed=[]
[2025-11-01T00:42:54.227720+00:00] tick; claimed=[]
[2025-11-01T00:43:14.228031+00:00] tick; claimed=[]
[2025-11-01T00:43:34.228243+00:00] tick; claimed=[]
[2025-11-01T00:43:54.228469+00:00] tick; claimed=[]
[2025-11-01T00:44:14.228787+00:00] tick; claimed=[]
[2025-11-01T00:44:34.229281+00:00] tick; claimed=[]
[2025-11-01T00:44:54.229858+00:00] tick; claimed=[]
[2025-11-01T00:45:14.230468+00:00] tick; claimed=[]
[2025-11-01T00:45:34.231063+00:00] tick; claimed=[]
[2025-11-01T00:45:54.231673+00:00] tick; claimed=[]
[2025-11-01T00:46:14.232024+00:00] tick; claimed=[]
[2025-11-01T00:46:34.232248+00:00] tick; claimed=[]
[2025-11-01T00:46:54.232603+00:00] tick; claimed=[]
[2025-11-01T00:47:14.233055+00:00] tick; claimed=[]
[2025-11-01T00:47:34.233365+00:00] tick; claimed=[]
[2025-11-01T00:47:54.233595+00:00] tick; claimed=[]
[2025-11-01T00:48:14.233987+00:00] tick; claimed=[]
[2025-11-01T00:48:34.234298+00:00] tick; claimed=[]
[2025-11-01T00:48:54.234631+00:00] tick; claimed=[]
[2025-11-01T00:49:14.234872+00:00] tick; claimed=[]
[2025-11-01T00:49:34.235164+00:00] tick; claimed=[]
[2025-11-01T00:49:54.235420+00:00] tick; claimed=[]
[2025-11-01T00:50:14.235658+00:00] tick; claimed=[]
[2025-11-01T00:50:34.236339+00:00] tick; claimed=[]
[2025-11-01T00:50:54.236952+00:00] tick; claimed=[]
[2025-11-01T00:51:14.237398+00:00] tick; claimed=[]
[2025-11-01T00:51:34.237665+00:00] tick; claimed=[]
[2025-11-01T00:51:54.238299+00:00] tick; claimed=[]
[2025-11-01T00:52:14.238878+00:00] tick; claimed=[]
[2025-11-01T00:52:34.239271+00:00] tick; claimed=[]
[2025-11-01T00:52:54.239597+00:00] tick; claimed=[]
[2025-11-01T00:53:14.240131+00:00] tick; claimed=[]
[2025-11-01T00:53:34.240636+00:00] tick; claimed=[]
[2025-11-01T00:53:54.240951+00:00] tick; claimed=[]
[2025-11-01T00:54:14.241595+00:00] tick; claimed=[]
[2025-11-01T00:54:34.241904+00:00] tick; claimed=[]
[2025-11-01T00:54:54.242448+00:00] tick; claimed=[]
[2025-11-01T00:55:14.242938+00:00] tick; claimed=[]
[2025-11-01T00:55:34.243244+00:00] tick; claimed=[]
[2025-11-01T00:55:54.243674+00:00] tick; claimed=[]
[2025-11-01T00:56:14.244226+00:00] tick; claimed=[]
[2025-11-01T00:56:34.244722+00:00] tick; claimed=[]
[2025-11-01T00:56:54.245377+00:00] tick; claimed=[]
[2025-11-01T00:57:14.245696+00:00] tick; claimed=[]
[2025-11-01T00:57:34.246276+00:00] tick; claimed=[]
[2025-11-01T00:57:54.246742+00:00] tick; claimed=[]
[2025-11-01T00:58:14.247175+00:00] tick; claimed=[]
[2025-11-01T00:58:34.247768+00:00] tick; claimed=[]
[2025-11-01T00:58:54.248266+00:00] tick; claimed=[]
[2025-11-01T00:59:14.248578+00:00] tick; claimed=[]
[2025-11-01T00:59:34.248840+00:00] tick; claimed=[]
[2025-11-01T00:59:54.249281+00:00] tick; claimed=[]
[2025-11-01T01:00:14.249636+00:00] tick; claimed=[]
[2025-11-01T01:00:34.249984+00:00] tick; claimed=[]
[2025-11-01T01:00:54.250307+00:00] tick; claimed=[]
[2025-11-01T01:01:14.250724+00:00] tick; claimed=[]
[2025-11-01T01:01:34.251100+00:00] tick; claimed=[]
[2025-11-01T01:01:54.251376+00:00] tick; claimed=[]
[2025-11-01T01:02:14.251646+00:00] tick; claimed=[]
[2025-11-01T01:02:34.252044+00:00] tick; claimed=[]
[2025-11-01T01:02:54.252587+00:00] tick; claimed=[]
[2025-11-01T01:03:14.252873+00:00] tick; claimed=[]
[2025-11-01T01:03:34.253102+00:00] tick; claimed=[]
[2025-11-01T01:03:54.253456+00:00] tick; claimed=[]
[2025-11-01T01:04:14.254500+00:00] tick; claimed=[]
[2025-11-01T01:04:34.255112+00:00] tick; claimed=[]
[2025-11-01T01:04:54.255412+00:00] tick; claimed=[]
[2025-11-01T01:05:14.255803+00:00] tick; claimed=[]
[2025-11-01T01:05:34.256120+00:00] tick; claimed=[]
[2025-11-01T01:05:54.256380+00:00] tick; claimed=[]
[2025-11-01T01:06:14.256648+00:00] tick; claimed=[]
[2025-11-01T01:06:34.256935+00:00] tick; claimed=[]
[2025-11-01T01:06:54.257165+00:00] tick; claimed=[]
[2025-11-01T01:07:14.257431+00:00] tick; claimed=[]
[2025-11-01T01:07:34.257682+00:00] tick; claimed=[]
[2025-11-01T01:07:54.257916+00:00] tick; claimed=[]
[2025-11-01T01:08:14.258155+00:00] tick; claimed=[]
[2025-11-01T01:08:34.258406+00:00] tick; claimed=[]
[2025-11-01T01:08:54.258694+00:00] tick; claimed=[]
[2025-11-01T01:09:14.259194+00:00] tick; claimed=[]
[2025-11-01T01:09:34.259565+00:00] tick; claimed=[]
[2025-11-01T01:09:54.259803+00:00] tick; claimed=[]
[2025-11-01T01:10:14.260204+00:00] tick; claimed=[]
[2025-11-01T01:10:34.260786+00:00] tick; claimed=[]
[2025-11-01T01:10:54.261196+00:00] tick; claimed=[]
[2025-11-01T01:11:14.261565+00:00] tick; claimed=[]
[2025-11-01T01:11:34.262069+00:00] tick; claimed=[]
[2025-11-01T01:11:54.262366+00:00] tick; claimed=[]
[2025-11-01T01:12:14.262637+00:00] tick; claimed=[]
[2025-11-01T01:12:34.262881+00:00] tick; claimed=[]
[2025-11-01T01:12:54.263167+00:00] tick; claimed=[]
[2025-11-01T01:13:14.263425+00:00] tick; claimed=[]
[2025-11-01T01:13:34.263695+00:00] tick; claimed=[]
[2025-11-01T01:13:54.264115+00:00] tick; claimed=[]
[2025-11-01T01:14:14.264437+00:00] tick; claimed=[]
[2025-11-01T01:14:34.264829+00:00] tick; claimed=[]
[2025-11-01T01:14:54.265245+00:00] tick; claimed=[]
[2025-11-01T01:15:14.265804+00:00] tick; claimed=[]
